coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
293967,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293968,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
293969,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293970,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293972,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293973,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293974,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293975,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293976,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293977,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293978,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293979,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293980,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293981,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
293983,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293984,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293985,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293987,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293988,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293989,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293991,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293992,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293993,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293995,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293996,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293997,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293998,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
293999,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294000,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294001,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294002,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294005,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294007,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294010,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294013,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294015,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294016,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294017,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294023,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294025,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294027,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294031,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294032,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294033,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294034,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294035,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294037,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294039,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294040,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294041,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294043,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294045,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294046,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294047,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294048,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294049,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294053,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294055,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294057,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294059,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294061,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294062,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294063,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294065,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294066,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294067,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294068,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294069,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294070,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294071,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294073,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294076,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294077,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294079,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294081,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294083,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294085,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294087,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294089,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294091,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294093,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294100,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294101,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294103,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294104,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294105,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294106,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294107,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294109,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294118,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294121,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294123,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294125,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294126,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294127,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294129,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294133,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294135,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294137,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294138,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294139,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294141,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294142,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294144,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294145,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294146,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294147,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294148,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294149,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294151,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294155,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294157,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294159,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294161,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294163,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294165,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294167,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294170,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294173,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294174,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294178,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294184,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294186,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294188,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294192,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294196,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294198,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294200,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294210,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294214,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294218,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294220,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294221,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294224,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294226,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294235,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294238,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294239,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294242,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294243,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294251,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294254,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294256,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294259,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294260,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294264,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294267,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294268,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294269,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294271,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294272,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294275,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294280,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294281,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294282,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294284,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294285,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294289,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294291,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294292,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294293,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294294,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294295,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294299,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294300,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294301,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294303,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294306,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294307,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294308,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294309,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294310,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294311,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294316,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294318,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294319,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294323,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294324,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294325,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294326,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294327,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294328,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294333,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294334,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294336,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294337,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294338,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294340,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294342,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294343,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294344,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294347,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294349,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294350,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294352,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294353,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294355,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294356,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294357,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294358,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294359,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294360,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294361,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294363,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294364,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294365,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294366,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294369,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294370,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294371,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294373,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
294374,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294375,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
294873,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294875,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294879,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294886,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294891,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294896,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294898,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294902,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294905,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294916,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294927,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
294931,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
